,16674,20216,38242
31942,0.6341660430539928,0.6341660430539928,0.6341660430539928
31943,0.6341660430539928,0.6341660430539928,0.6341660430539928
31944,0.6341660430539928,0.6341660430539928,0.6341660430539928
31945,0.6341660430539928,0.6341660430539928,0.6341660430539928
31946,0.6341660430539928,0.6341660430539928,0.6216090378861552
31947,0.6341660430539928,0.6341660430539928,0.6341660430539928
31948,0.6341660430539928,0.6341660430539928,0.6341660430539928
31949,0.6341660430539928,0.6341660430539928,0.6341660430539928
31950,0.6341660430539928,0.6341660430539928,0.6341660430539928
31951,0.3746165084955198,0.6341660430539928,0.6216090378861552
31952,0.3746165084955198,0.6341660430539928,0.6216090378861552
31953,0.6341660430539928,0.6341660430539928,0.6216090378861552
31954,0.3746165084955198,0.36583395694600723,0.41643356914433116
31955,0.3746165084955198,0.36583395694600723,0.3736583062032449
31956,0.3746165084955198,0.3775516697568704,0.3736583062032449
31957,0.3746165084955198,0.36583395694600723,0.3736583062032449
31958,0.6341660430539928,0.6341660430539928,0.6341660430539928
31959,0.6341660430539928,0.6341660430539928,0.6341660430539928
31960,0.6341660430539928,0.6341660430539928,0.6341660430539928
31961,0.6341660430539928,0.6341660430539928,0.6216090378861552
31962,0.6341660430539928,0.6341660430539928,0.6216090378861552
31963,0.6341660430539928,0.6341660430539928,0.6216090378861552
31964,0.6341660430539928,0.6341660430539928,0.6341660430539928
31965,0.6341660430539928,0.6341660430539928,0.6341660430539928
31966,0.6341660430539928,0.6341660430539928,0.6341660430539928
31967,0.6341660430539928,0.6341660430539928,0.6341660430539928
31968,0.6341660430539928,0.6341660430539928,0.6341660430539928
31970,0.6341660430539928,0.6341660430539928,0.6341660430539928
31971,0.6341660430539928,0.6341660430539928,0.6216090378861552
31972,0.6341660430539928,0.6341660430539928,0.6216090378861552
31973,0.6341660430539928,0.6341660430539928,0.6216090378861552
31974,0.6341660430539928,0.6341660430539928,0.6216090378861552
31975,0.6341660430539928,0.6341660430539928,0.6216090378861552
31976,0.6341660430539928,0.6341660430539928,0.6216090378861552
31977,0.6341660430539928,0.6341660430539928,0.6216090378861552
31978,0.6341660430539928,0.6341660430539928,0.6216090378861552
31979,0.6341660430539928,0.6341660430539928,0.6216090378861552
31980,0.6341660430539928,0.6341660430539928,0.6341660430539928
31981,0.6341660430539928,0.6341660430539928,0.6341660430539928
31982,0.6341660430539928,0.6341660430539928,0.6341660430539928
31983,0.6341660430539928,0.6341660430539928,0.6341660430539928
31985,0.6341660430539928,0.6341660430539928,0.6341660430539928
31986,0.6341660430539928,0.6341660430539928,0.6341660430539928
31987,0.3746165084955198,0.36583395694600723,0.6216090378861552
31988,0.3746165084955198,0.36583395694600723,0.41643356914433116
31989,0.6341660430539928,0.6341660430539928,0.41643356914433116
31990,0.3746165084955198,0.36583395694600723,0.3736583062032449
31991,0.3746165084955198,0.3775516697568704,0.3736583062032449
31992,0.3746165084955198,0.3775516697568704,0.3736583062032449
31993,0.3746165084955198,0.3775516697568704,0.3736583062032449
31994,0.3746165084955198,0.3775516697568704,0.3736583062032449
31995,0.3746165084955198,0.3775516697568704,0.3736583062032449
31996,0.3746165084955198,0.3775516697568704,0.3736583062032449
31997,0.3746165084955198,0.3775516697568704,0.41643356914433116
31998,0.3746165084955198,0.3775516697568704,0.3736583062032449
32000,0.3746165084955198,0.3775516697568704,0.3736583062032449
32001,0.3746165084955198,0.3775516697568704,0.3736583062032449
32002,0.3746165084955198,0.3775516697568704,0.3736583062032449
32003,0.3746165084955198,0.3775516697568704,0.3736583062032449
32004,0.3746165084955198,0.3775516697568704,0.3736583062032449
32005,0.3746165084955198,0.3775516697568704,0.3736583062032449
32006,0.3746165084955198,0.3775516697568704,0.3736583062032449
32007,0.3746165084955198,0.3775516697568704,0.3736583062032449
32008,0.3746165084955198,0.3775516697568704,0.3736583062032449
32009,0.3746165084955198,0.3775516697568704,0.3736583062032449
32010,0.3746165084955198,0.3775516697568704,0.3736583062032449
32011,0.3746165084955198,0.3775516697568704,0.3736583062032449
32012,0.3746165084955198,0.3775516697568704,0.3736583062032449
32013,0.3746165084955198,0.3775516697568704,0.3736583062032449
32014,0.3746165084955198,0.3775516697568704,0.3736583062032449
32019,0.3746165084955198,0.3775516697568704,0.3736583062032449
32020,0.3746165084955198,0.36583395694600723,0.3736583062032449
32021,0.3746165084955198,0.3775516697568704,0.3736583062032449
32022,0.3746165084955198,0.3775516697568704,0.3736583062032449
32080,0.3746165084955198,0.3775516697568704,0.3736583062032449
32081,0.3746165084955198,0.3775516697568704,0.3736583062032449
32082,0.3746165084955198,0.3775516697568704,0.3736583062032449
32083,0.3746165084955198,0.3775516697568704,0.3736583062032449
32084,0.3746165084955198,0.3775516697568704,0.3736583062032449
32085,0.3746165084955198,0.3775516697568704,0.3736583062032449
32086,0.3746165084955198,0.3775516697568704,0.3736583062032449
32087,0.3746165084955198,0.3775516697568704,0.3736583062032449
32088,0.3746165084955198,0.3775516697568704,0.3736583062032449
32089,0.3746165084955198,0.3775516697568704,0.3736583062032449
32090,0.3746165084955198,0.3775516697568704,0.3736583062032449
32091,0.3746165084955198,0.3775516697568704,0.3736583062032449
32093,0.3746165084955198,0.3775516697568704,0.3736583062032449
32094,0.3746165084955198,0.3775516697568704,0.3736583062032449
32098,0.6341660430539928,0.6341660430539928,0.6341660430539928
32099,0.6341660430539928,0.6341660430539928,0.6341660430539928
32100,0.6341660430539928,0.6341660430539928,0.6341660430539928
32101,0.6341660430539928,0.6341660430539928,0.6341660430539928
32102,0.6341660430539928,0.6341660430539928,0.6341660430539928
32103,0.6341660430539928,0.6341660430539928,0.6341660430539928
32104,0.3746165084955198,0.3775516697568704,0.3736583062032449
32105,0.3746165084955198,0.3775516697568704,0.3736583062032449
32107,0.3746165084955198,0.3775516697568704,0.3736583062032449
32108,0.6341660430539928,0.6341660430539928,0.6341660430539928
32109,0.6341660430539928,0.6341660430539928,0.6341660430539928
32110,0.6341660430539928,0.6341660430539928,0.6341660430539928
32111,0.6341660430539928,0.6341660430539928,0.6341660430539928
32112,0.6341660430539928,0.6341660430539928,0.6341660430539928
32113,0.6341660430539928,0.6341660430539928,0.6341660430539928
32114,0.6341660430539928,0.6341660430539928,0.6216090378861552
32115,0.6341660430539928,0.6341660430539928,0.6216090378861552
32116,0.6341660430539928,0.6341660430539928,0.6216090378861552
32117,0.6341660430539928,0.6341660430539928,0.6341660430539928
32118,0.6341660430539928,0.6341660430539928,0.6216090378861552
32119,0.6341660430539928,0.6341660430539928,0.6341660430539928
32121,0.6341660430539928,0.6341660430539928,0.6341660430539928
32122,0.6341660430539928,0.6341660430539928,0.6341660430539928
32123,0.6341660430539928,0.6341660430539928,0.6341660430539928
32124,0.6341660430539928,0.6341660430539928,0.6341660430539928
32125,0.6341660430539928,0.6341660430539928,0.6341660430539928
32126,0.6341660430539928,0.6341660430539928,0.6341660430539928
